eng,zh-cn,zh-tw,Source,Duplicated
You are attacking a Ying Shao Separatist military force!,,,Vanilla,False
You are attacking a Ying Shao military force!,,,Vanilla,False
You are attacking a Yizhou Commandery Separatists force!,你正在攻击一支益州豪强叛党的军队！,您正在攻擊益州郡獨立勢力的部隊！,Vanilla,False
You are attacking a Yizhou Commandery force!,你正在攻击一支益州豪强的军队！,您正在攻擊益州郡的部隊！,Vanilla,False
You are attacking a Yizhou Separatist military force!,,,Vanilla,False
You are attacking a Yong'an Commandery force!,你正在攻击一支巴东豪强的军队！,您正在攻擊巴東郡的部隊！,Vanilla,False
You are attacking a Yong'an Commandery military force!,你正在攻击一支巴东豪强的军队！,您正在攻擊巴東郡的部隊！,Vanilla,False
You are attacking a Yong'an Separatists force!,你正在攻击一支巴东叛党的军队！,您正在攻擊巴東獨立勢力的部隊！,Vanilla,False
You are attacking a Yong'an Separatists military force!,你正在攻击一支巴东叛党的军队！,您正在攻擊巴東獨立勢力的部隊！,Vanilla,False
You are attacking a Yongchang Commandery Separatists force!,你正在进攻一支永昌郡国叛党的军队！,您正在攻擊永昌郡獨立勢力的部隊！,Vanilla,False
You are attacking a Yongchang Commandery force!,你正在进攻一支永昌郡国的军队！,您正在攻擊永昌郡的部隊！,Vanilla,False
You are attacking a Youbeiping Commandery force!,你正在攻击一支右北平豪强的军队！,您正在攻擊右北平郡的部隊！,Vanilla,False
You are attacking a Youbeiping Commandery military force!,你正在攻击一支右北平豪强的军队！,您正在攻擊右北平郡的部隊！,Vanilla,False
You are attacking a Youbeiping Separatists force!,你正在攻击一支右北平豪强叛党的军队！,您正在攻擊右北平獨立勢力的部隊！,Vanilla,False
You are attacking a Youbeiping Separatists military force!,你正在攻击一支右北平叛党的军队！,您正在攻擊右北平獨立勢力的部隊！,Vanilla,False
You are attacking a Yu Commandery force!,你正在攻击一支豫豪强的军队！,您正在攻擊豫州郡的部隊！,Vanilla,False
You are attacking a Yu Commandery military force!,你正在攻击一支豫豪强的军队！,您正在攻擊豫州郡的部隊！,Vanilla,False
You are attacking a Yu Separatists force!,你正在攻击一支豫豪强叛党的军队！,您正在攻擊豫州獨立勢力的部隊！,Vanilla,False
You are attacking a Yu Separatists military force!,你正在攻击一支豫叛党的军队！,您正在攻擊豫州獨立勢力的部隊！,Vanilla,False
You are attacking a Yuan Shao Separatist military force!,你正在攻击一支袁绍叛党的军队！,您正在攻擊袁紹獨立勢力的部隊！,Vanilla,False
You are attacking a Yuan Shao military force!,你正在攻击一支袁绍的军队！,您正在攻擊袁紹軍的部隊！,Vanilla,False
You are attacking a Yuan Shu Separatist military force!,你正在攻击一支袁术叛党的军队！,您正在攻擊袁術獨立勢力的部隊！,Vanilla,False
You are attacking a Yuan Shu military force!,你正在攻击一支袁术的军队！,您正在攻擊袁術軍的部隊！,Vanilla,False
You are attacking a Yuan Xi Separatist military force!,,,Vanilla,False
You are attacking a Yuan Xi military force!,,,Vanilla,False
You are attacking a Yuan Yi Separatist military force!,,,Vanilla,False
You are attacking a Yuan Yi military force!,,,Vanilla,False
You are attacking a Yunnan Commandery Separatists force!,你正在进攻一支云南郡国叛党的军队！,您正在攻擊雲南郡獨立勢力的部隊！,Vanilla,False
You are attacking a Yunnan Commandery force!,你正在进攻一支云南郡国的军队！,您正在攻擊雲南郡的部隊！,Vanilla,False
You are attacking a Yuzhang Commandery force!,你正在攻击一支豫章豪强的军队！,您正在攻擊豫章郡的部隊！,Vanilla,False
You are attacking a Yuzhang Commandery military force!,你正在攻击一支豫章豪强的军队！,您正在攻擊豫章郡的部隊！,Vanilla,False
You are attacking a Yuzhang Separatists force!,你正在攻击一支豫章豪强叛党的军队！,您正在攻擊豫章獨立勢力的部隊！,Vanilla,False
You are attacking a Yuzhang Separatists military force!,你正在攻击一支豫章叛党的军队！,您正在攻擊豫章獨立勢力的部隊！,Vanilla,False
You are attacking a Zangke Commandery Separatists force!,你正在攻击一支牂牁豪强叛党的军队！,您正在攻擊牂牁郡獨立勢力的部隊！,Vanilla,False
You are attacking a Zangke Commandery force!,你正在攻击一支牂牁豪强的军队！,您正在攻擊牂牁郡的部隊！,Vanilla,False
You are attacking a Zangke Commandery military force!,你正在攻击一支牂牁豪强的军队！,您正在攻擊牂牁郡的部隊！,Vanilla,False
You are attacking a Zangke Separatists military force!,你正在攻击一支牂牁叛党的军队！,您正在攻擊牂牁獨立勢力的部隊！,Vanilla,False
You are attacking a Zhai Rong military force!,你正在攻击一支笮融的军队！,您正在攻擊笮融軍的部隊！,Vanilla,False
You are attacking a Zhang Bao Separatist military force!,,,Vanilla,False
You are attacking a Zhang Bao military force!,,,Vanilla,False
You are attacking a Zhang Chao military force!,你正在攻击一支张超的军队！,您正在攻擊張超軍的部隊！,Vanilla,False
You are attacking a Zhang Jue Separatist military force!,,,Vanilla,False
You are attacking a Zhang Jue military force!,,,Vanilla,False
You are attacking a Zhang Liang Separatist military force!,,,Vanilla,False
You are attacking a Zhang Liang military force!,,,Vanilla,False
You are attacking a Zhang Meng Separatist military force!,,,Vanilla,False
You are attacking a Zhang Meng military force!,,,Vanilla,False
You are attacking a Zhang Xiu Separatist military force!,,,Vanilla,False
You are attacking a Zhang Xiu military force!,,,Vanilla,False
You are attacking a Zhang Yan Separatist military force!,你正在攻击一支张燕叛党的军队！,您正在攻擊張燕獨立勢力的部隊！,Vanilla,False
You are attacking a Zhang Yan military force!,你正在攻击一支张燕的军队！,您正在攻擊張燕軍的部隊！,Vanilla,False
You are attacking a Zhang Yang military force!,你正在攻击一支张杨的军队！,您正在攻擊張楊軍的部隊！,Vanilla,False
You are attacking a Zheng Jiang Separatist military force!,你正在攻击一支郑姜叛党的军队！,您正在攻擊鄭姜獨立勢力的部隊！,Vanilla,False
You are attacking a Zheng Jiang military force!,你正在攻击一支郑姜的军队！,您正在攻擊鄭姜軍的部隊！,Vanilla,False
You are attacking a Zhongshan Commandery force!,你正在攻击一支中山豪强的军队！,您正在攻擊中山郡的部隊！,Vanilla,False
You are attacking a Zhongshan Commandery military force!,你正在攻击一支中山豪强的军队！,您正在攻擊中山郡的部隊！,Vanilla,False
You are attacking a Zhongshan Separatists force!,你正在攻击一支中山豪强叛党的军队！,您正在攻擊中山獨立勢力的部隊！,Vanilla,False
You are attacking a Zhongshan Separatists military force!,你正在攻击一支中山叛党的军队！,您正在攻擊中山獨立勢力的部隊！,Vanilla,False
You are attacking a Zhou Xin Separatist military force!,,,Vanilla,False
You are attacking a Zhou Xin military force!,,,Vanilla,False
You are attacking an Allied military force!,你正在攻击一支同盟军的军队！,您正在攻擊盟友軍的部隊！,Vanilla,False
You are attacking an Anding Commandery force!,你正在攻击一支安定豪强的军队！,您正在攻擊安定郡的部隊！,Vanilla,False
You are attacking an Anding Separatists force!,你正在攻击一支安定叛党的军队！,您正在攻擊安定獨立勢力的部隊！,Vanilla,False
You are attacking an Anping Commandery Separatists force!,你正在攻击一支安平豪强叛党的军队！,您正在攻擊安平郡獨立勢力的部隊！,Vanilla,False
You are attacking an Anping Commandery force!,你正在攻击一支安平豪强的军队！,您正在攻擊安平郡的部隊！,Vanilla,False
You are attacking an Enemy military force!,你正在攻击一支敌方军队！,您正在攻擊敵軍的部隊！,Vanilla,False
You are defending against a Anding Commandery military force!,你正在防御一支安定豪强的军队！,您正在防禦安定郡部隊的攻擊！,Vanilla,False
You are defending against a Anding Separatists military force!,你正在防御一支安定叛党的军队！,您正在防禦安定獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Anping Commandery military force!,你正在防御一支安平豪强的军队！,您正在防禦安平郡部隊的攻擊！,Vanilla,False
You are defending against a Anping Separatists military force!,你正在防御一支安平叛党的军队！,您正在防禦安平獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Bajun Commandery military force!,你正在防御一支巴郡豪强的军队！,您正在防禦巴郡部隊的攻擊！,Vanilla,False
You are defending against a Bajun Separatists military force!,你正在防御一支巴郡叛党的军队！,您正在防禦巴郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Beihai Commandery Separatists force!,你正在防御一支北海豪强叛党的军队！,您正在防禦北海郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Beihai Commandery force!,你正在防御一支北海豪强的军队！,您正在防禦北海郡部隊的攻擊！,Vanilla,False
You are defending against a Beihai Commandery military force!,你正在防御一支北海豪强的军队！,您正在防禦北海郡部隊的攻擊！,Vanilla,False
You are defending against a Beihai Separatists military force!,你正在防御一支北海叛党的军队！,您正在防禦北海獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Bian Zhang Separatist military force!,,,Vanilla,False
You are defending against a Bian Zhang military force!,,,Vanilla,False
You are defending against a Bohai Commandery force!,你正在防御一支勃海豪强的军队！,您正在防禦渤海郡部隊的攻擊！,Vanilla,False
You are defending against a Bohai Commandery military force!,你正在防御一支勃海豪强的军队！,您正在防禦渤海郡部隊的攻擊！,Vanilla,False
You are defending against a Bohai Separatists force!,你正在防御一支勃海叛党的军队！,您正在防禦渤海獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Bohai Separatists military force!,你正在防御一支勃海叛党的军队！,您正在防禦渤海獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Bushan Commandery Separatists force!,你正在防御一支郁林豪强叛党的军队！,您正在防禦鬱林郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Bushan Commandery force!,你正在防御一支郁林豪强的军队！,您正在防禦鬱林郡部隊的攻擊！,Vanilla,False
You are defending against a Bushan Commandery military force!,你正在防御一支郁林豪强的军队！,您正在防禦鬱林郡部隊的攻擊！,Vanilla,False
You are defending against a Bushan Separatists military force!,你正在防御一支郁林叛党的军队！,您正在防禦鬱林獨立勢力部隊的攻擊！,Vanilla,False
